Item No.,1A,1B,2,3,4,5,6,7,8,9,,,,,,,,,10,11,12,13,,,,,,,14,,,,15,,,,,16,,,,,17,,,,,,,,,,,,,,,,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,,,,,,,,,,,,
Ques ID,Location,District,Age (Yrs),Sex,Education,Religion,Occupation,PersonNum,DogNum,PurSecurity,PurHunt,Pur Livest,PurPet,PurRecrt,PurExer,PurBreed,PurFood,PurOths,DogMove,Dog Bite,Heard Before,SourceSCH,SourceNews,sourceSocMed,SourceMass,SourceInternet,SourceFace,SourceOthers,OwnDog,Vaccinat,Year,Booklet,RabiesDog,RabiesCat,RabiesCattle,RabiesBat,RabiesDK,TransBite,TransScratch,TransInhale,TransSaliva,TransDK,SignBite,SignOff,SignGrowl,SignFoam,SignTail,SignSaliva,SignMouth,SignObject,SignAimless,SignRestless,SignVoice,SignPhobia,SignStare,SignUncon,SignFear,SignDK,BiteAction,SeekHelp,AnimMan,DogVacc,Dog Only,Oth Animals,Bite Only,Dog Saliva,Washing,Trad Heal,Local,Stray Bite,Own Bite,Vacc Bite,Wild Bite,Vacc Good,Fatal,Afford Cost,Fee Reason,Free roam,Stray Prob,Pop control,Onset Treat,World Day,Kill strays,Report Outbreak,Kill own,VSD Vacc,Good job,Support,Community,Information,Vacc Control,,,,,,,,,,,,,,
399,ASAMENSIDO,3,32,0,2,1,3,,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,7,0,0,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,1,2,0,0,1,1,0,1,,,,,,,,,,,,,,
400,WHINDO,3,26,0,3,1,0,6,0,1,0,0,1,0,0,0,0,0,4,,1,1,0,0,1,0,0,0,0,0,,0,1,0,0,4,0,1,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,
401,SHAMA,3,28,0,2,1,2,8,2,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1,2016,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,4,1,1,1,1,2,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
402,NTWABAN,3,29,1,3,1,6,7,2,1,0,0,1,0,0,1,0,0,5,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
403,NKROFUL,3,20,1,3,1,1,3,0,1,0,0,1,0,0,1,0,0,5,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,1,1,0,1,0,1,2,0,2,1,1,1,1,1,1,0,1,0,2,1,0,1,2,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,
404,SHAMA,3,34,1,3,1,3,7,0,1,1,0,1,1,0,1,1,0,5,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,0,1,2,0,1,,,,,,,,,,,,,,
405,DIABENE,3,41,1,3,1,3,5,1,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
406,SHAMA,3,33,0,3,1,6,4,2,1,0,0,1,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,2017,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,2,1,2,2,0,2,1,1,1,1,1,0,2,0,0,1,1,1,0,0,1,0,0,2,1,0,1,1,,,,,,,,,,,,,,
407,NTWABAN,3,39,1,3,1,6,6,0,1,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,
408,SHAMA,3,17,0,2,1,1,4,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,2,1,2,2,1,1,1,1,1,1,2,1,0,1,1,2,0,0,1,2,0,0,1,0,0,1,,,,,,,,,,,,,,
409,BEPOSO,3,20,1,3,1,2,20,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,4,1,1,1,0,2,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,
410,WHINDO,3,28,0,3,1,3,5,2,1,0,0,1,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,2015,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,4,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,0,0,0,2,1,0,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,
411,ITUMA,3,47,1,3,1,6,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,1,2,1,1,1,0,0,1,1,0,1,1,1,2,1,0,0,1,0,0,1,1,1,2,0,1,2,0,1,,,,,,,,,,,,,,
412,BEPOSO,3,24,0,3,1,3,1,0,1,0,0,1,1,0,0,0,0,3,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,4,1,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,2,1,0,0,2,2,1,0,1,1,2,0,1,1,0,1,,,,,,,,,,,,,,
413,NKROFUL,3,20,0,3,1,1,8,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,1,2,2,2,2,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,0,1,0,2,2,2,1,2,1,,,,,,,,,,,,,,
414,BAKADO,3,18,1,2,1,1,8,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,2,1,2,0,1,,,,,,,,,,,,,,
415,NTWABAN,3,15,1,2,1,1,10,2,1,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,SHAMA,3,21,1,1,0,0,1,2,1,0,0,1,1,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,SHAMA,3,55,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,2,1,2,0,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
418,AGRIC,3,45,1,1,1,5,6,2,1,0,0,1,1,1,0,0,0,5,0,1,0,0,0,1,0,0,1,1,1,2018,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,2,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
419,NTWABAN,3,24,0,3,1,6,5,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,0,1,1,2018,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,
420,BENTSIR,3,48,0,1,1,6,4,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
421,NKWANTA KESIDO,3,23,0,1,1,5,8,1,1,0,0,1,1,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,SHAMA,3,22,1,2,1,2,11,0,1,0,0,0,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,NKWANTA KESIDO,3,19,1,1,1,2,6,2,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1,2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,0,1,2,2,2,1,1,1,1,1,1,0,1,1,0,0,2,0,0,1,1,0,1,1,0,0,2,,,,,,,,,,,,,,
424,BENTSIR,3,17,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,SUPOMU-DUNKWA,3,28,0,2,1,6,6,0,1,0,0,1,0,1,1,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,SHAMA,3,21,1,1,1,6,1,1,1,0,0,0,1,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,NKWANTA KESIDO,3,37,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,2,1,1,1,1,2,0,1,2,0,1,,,,,,,,,,,,,,
428,SHAMA,3,29,1,1,1,6,3,0,1,0,0,1,0,0,1,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,SHAMA,3,23,1,1,1,2,15,3,1,0,0,0,0,0,0,0,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,SHAMA,3,31,1,1,1,6,7,0,1,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,4,1,1,1,0,2,0,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
431,SHAMA,3,52,0,2,1,5,10,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,4,1,1,1,0,1,0,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,
432,SHAMA,3,23,0,3,1,1,16,2,0,0,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,4,1,1,1,0,1,1,1,2,2,0,1,0,0,1,1,2,0,1,1,0,2,1,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
433,SHAMA,3,22,0,1,2,5,1,0,1,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,1,1,0,0,1,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,
434,SHAMA,3,28,1,1,1,6,15,0,1,0,0,1,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,ABEKAMU,3,28,1,1,1,6,6,0,1,0,0,1,1,1,1,0,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,BENTSIR,3,22,1,1,1,6,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,5,1,1,1,1,2,0,1,2,2,2,1,1,1,1,1,2,2,1,0,0,1,2,0,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
437,SHAMA,3,43,1,1,1,6,5,3,1,0,0,1,1,0,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,SHAMA,3,16,0,1,1,5,0,1,0,0,0,0,0,0,1,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,SHAMA,3,52,0,1,1,6,4,0,1,0,0,0,0,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,SHAMA,3,43,1,1,1,3,4,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,4,1,1,1,2,2,0,1,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,0,1,,,,,,,,,,,,,,
441,ASAMENSIDO,3,31,1,1,1,6,4,0,0,0,0,0,0,0,0,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,SHAMA,3,27,1,1,1,2,10,0,0,0,0,1,0,0,0,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,SHAMA,3,28,1,3,1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,1,1,2,2,1,1,1,0,0,0,0,1,1,2,1,0,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,
444,SHAMA,3,27,1,2,1,2,2,1,1,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,4,1,1,1,1,2,0,1,0,2,2,1,1,1,1,1,1,2,1,0,1,1,2,0,1,1,1,0,2,1,1,1,1,,,,,,,,,,,,,,
445,SHAMA,3,59,0,1,1,5,2,0,1,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,SHAMA,3,26,1,2,1,2,30,2,1,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,SHAMA,3,20,1,2,1,1,5,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,0,1,0,0,2,1,1,0,1,1,1,1,1,0,2,1,2,0,0,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,
448,SHAMA,3,28,1,4,1,1,6,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,SHAMA,3,30,0,3,1,2,7,0,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,BEPOSO,3,35,0,3,1,2,5,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,1,2,1,1,,,,,,,,,,,,,,
451,NTWABAN,3,26,1,3,1,1,5,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,1,2,0,2,0,1,1,1,1,1,2,1,1,1,0,1,2,0,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
452,NTWABAN,3,25,1,2,1,6,20,0,1,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
453,NTWABAN,3,29,0,2,2,2,10,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,
454,SHAMA,3,29,1,3,1,1,5,0,1,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,1,1,0,1,0,1,2,2,0,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,0,1,1,1,2,0,1,,,,,,,,,,,,,,
455,ABEKAMU,3,25,1,2,1,0,8,2,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,1,2,0,2,2,1,1,1,1,1,2,1,1,1,2,0,1,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
456,BEPOSO,3,20,0,3,1,1,3,0,1,0,0,1,1,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,2,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
457,ITUMA,3,27,1,3,1,1,1,0,1,0,0,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,BENTSIR,3,22,1,3,1,1,6,0,1,1,0,1,1,1,1,1,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,1,2,2,0,2,2,1,1,1,1,1,1,1,1,2,1,0,1,1,2,0,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,
459,DIABENE,3,32,0,2,1,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,SUPOMU-DUNKWA,3,20,1,3,1,1,4,0,1,1,0,0,0,0,0,1,0,5,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,0,1,1,1,0,1,2,1,1,1,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,2,1,1,,,,,,,,,,,,,,
461,AGRIC,3,23,0,3,1,1,4,0,1,1,0,0,0,1,0,1,0,5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,1,1,1,0,1,0,2,1,2,2,2,1,0,1,1,1,1,2,2,2,2,2,2,2,1,0,1,,,,,,,,,,,,,,
462,NTWABAN,3,29,0,3,1,1,15,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
463,SHAMA,3,30,1,2,1,0,8,0,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,AGRIC,3,17,1,2,1,1,5,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,
465,DIABENE,3,18,0,3,1,1,5,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,2,2,2,1,1,1,1,1,2,2,1,1,1,0,2,0,0,1,1,0,0,2,1,0,0,1,,,,,,,,,,,,,,
466,ASEMENSIDO,3,18,0,2,1,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,ITUMA,3,17,1,2,1,1,5,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2017,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
468,DIABENE,3,23,1,3,1,1,5,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,
469,WHINDO,3,22,0,3,1,1,4,2,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,2016,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,4,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
470,AGRIC,3,55,0,0,2,4,7,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,2,1,2,2,2,0,2,1,0,0,1,1,1,0,0,0,1,1,2,0,2,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,
471,SHAMA,3,52,1,1,3,5,6,3,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,3,2,1,1,0,1,1,2,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,2,1,2,0,0,1,0,0,2,,,,,,,,,,,,,,
